1425410697.75,ANXIETY_INDUCTION,strides,43
1425410697.75,ANXIETY_INDUCTION,heart_rate,78
1425410697.76,ANXIETY_INDUCTION,activity,0.0
1425410698.27,ANXIETY_INDUCTION,heartbeat_interval,0.544060468674
1425410698.83,ANXIETY_INDUCTION,strides,43
1425410698.83,ANXIETY_INDUCTION,heart_rate,77
1425410698.83,ANXIETY_INDUCTION,activity,0.0
1425410699.1,ANXIETY_INDUCTION,heartbeat_interval,0.832000017166
1425410699.85,ANXIETY_INDUCTION,heartbeat_interval,0.757353544235
1425410699.93,ANXIETY_INDUCTION,strides,43
1425410699.93,ANXIETY_INDUCTION,heart_rate,77
1425410699.94,ANXIETY_INDUCTION,activity,0.0
1425410700.63,ANXIETY_INDUCTION,heartbeat_interval,0.768676757812
1425410700.69,ANXIETY_INDUCTION,strides,43
1425410700.69,ANXIETY_INDUCTION,heart_rate,76
1425410700.69,ANXIETY_INDUCTION,activity,0.0
1425410701.36,ANXIETY_INDUCTION,heartbeat_interval,0.734006166458
1425410701.79,ANXIETY_INDUCTION,strides,43
1425410701.79,ANXIETY_INDUCTION,heart_rate,76
1425410701.79,ANXIETY_INDUCTION,activity,0.0
1425410701.94,ANXIETY_INDUCTION,heartbeat_interval,0.581637144089
1425410702.53,ANXIETY_INDUCTION,strides,43
1425410702.53,ANXIETY_INDUCTION,heart_rate,77
1425410702.53,ANXIETY_INDUCTION,activity,0.0
1425410702.66,ANXIETY_INDUCTION,heartbeat_interval,0.727999925613
1425410703.35,ANXIETY_INDUCTION,heartbeat_interval,0.681612968445
1425410703.64,ANXIETY_INDUCTION,strides,43
1425410703.64,ANXIETY_INDUCTION,heart_rate,78
1425410703.64,ANXIETY_INDUCTION,activity,0.0
1425410704.06,ANXIETY_INDUCTION,heartbeat_interval,0.705612659454
1425410704.75,ANXIETY_INDUCTION,strides,43
1425410704.75,ANXIETY_INDUCTION,heart_rate,78
1425410704.75,ANXIETY_INDUCTION,activity,0.0
1425410704.76,ANXIETY_INDUCTION,heartbeat_interval,0.705612659454
1425410705.55,ANXIETY_INDUCTION,heartbeat_interval,0.788000106812
1425410705.86,ANXIETY_INDUCTION,strides,43
1425410705.86,ANXIETY_INDUCTION,heart_rate,79
1425410705.86,ANXIETY_INDUCTION,activity,0.0
1425410706.36,ANXIETY_INDUCTION,heartbeat_interval,0.81761264801
1425410706.6,ANXIETY_INDUCTION,strides,43
1425410706.6,ANXIETY_INDUCTION,heart_rate,78
1425410706.6,ANXIETY_INDUCTION,activity,0.0
1425410707.22,ANXIETY_INDUCTION,heartbeat_interval,0.859999895096
1425410707.71,ANXIETY_INDUCTION,strides,43
1425410707.71,ANXIETY_INDUCTION,heart_rate,77
1425410707.71,ANXIETY_INDUCTION,activity,0.0
1425410708.04,ANXIETY_INDUCTION,heartbeat_interval,0.81200003624
1425410708.82,ANXIETY_INDUCTION,strides,43
