1434066546.38,ANXIETY_INDUCTION,strides,71
1434066546.38,ANXIETY_INDUCTION,heart_rate,73
1434066546.38,ANXIETY_INDUCTION,activity,0.0
1434066547.22,ANXIETY_INDUCTION,heartbeat_interval,0.843999862671
1434066547.47,ANXIETY_INDUCTION,strides,71
1434066547.47,ANXIETY_INDUCTION,heart_rate,73
1434066547.47,ANXIETY_INDUCTION,activity,0.0
1434066548.01,ANXIETY_INDUCTION,heartbeat_interval,0.792000055313
1434066548.6,ANXIETY_INDUCTION,strides,71
1434066548.6,ANXIETY_INDUCTION,heart_rate,73
1434066548.6,ANXIETY_INDUCTION,activity,0.0
1434066548.86,ANXIETY_INDUCTION,heartbeat_interval,0.839999914169
1434066548.97,ANXIETY_INDUCTION,strides,71
1434066548.97,ANXIETY_INDUCTION,heart_rate,73
1434066548.97,ANXIETY_INDUCTION,activity,0.0
1434066549.77,ANXIETY_INDUCTION,heartbeat_interval,0.916000127792
1434066550.43,ANXIETY_INDUCTION,strides,71
1434066550.43,ANXIETY_INDUCTION,heart_rate,72
1434066550.44,ANXIETY_INDUCTION,activity,0.0
1434066550.68,ANXIETY_INDUCTION,heartbeat_interval,0.911999940872
1434066551.18,ANXIETY_INDUCTION,strides,71
1434066551.18,ANXIETY_INDUCTION,heart_rate,72
1434066551.18,ANXIETY_INDUCTION,activity,0.0
1434066551.42,ANXIETY_INDUCTION,heartbeat_interval,0.746574878693
1434066551.92,ANXIETY_INDUCTION,strides,71
1434066551.92,ANXIETY_INDUCTION,heart_rate,72
1434066551.92,ANXIETY_INDUCTION,activity,0.0
1434066552.28,ANXIETY_INDUCTION,heartbeat_interval,0.851999998093
1434066553.06,ANXIETY_INDUCTION,heartbeat_interval,0.782574653625
1434066553.4,ANXIETY_INDUCTION,strides,71
1434066553.4,ANXIETY_INDUCTION,heart_rate,71
1434066553.4,ANXIETY_INDUCTION,activity,0.0
1434066553.85,ANXIETY_INDUCTION,heartbeat_interval,0.786575317383
1434066554.14,ANXIETY_INDUCTION,strides,71
1434066554.14,ANXIETY_INDUCTION,heart_rate,71
1434066554.14,ANXIETY_INDUCTION,activity,0.0
1434066554.57,ANXIETY_INDUCTION,heartbeat_interval,0.722574472427
1434066554.87,ANXIETY_INDUCTION,strides,71
1434066554.87,ANXIETY_INDUCTION,heart_rate,71
1434066554.87,ANXIETY_INDUCTION,activity,0.0
1434066555.29,ANXIETY_INDUCTION,heartbeat_interval,0.726574659348
1434066555.99,ANXIETY_INDUCTION,strides,71
1434066555.99,ANXIETY_INDUCTION,heart_rate,71
1434066555.99,ANXIETY_INDUCTION,activity,0.0
1434066556.13,ANXIETY_INDUCTION,heartbeat_interval,0.840000152588
1434066556.95,ANXIETY_INDUCTION,heartbeat_interval,0.819999933243
1434066557.1,ANXIETY_INDUCTION,strides,71
1434066557.1,ANXIETY_INDUCTION,heart_rate,71
1434066557.1,ANXIETY_INDUCTION,activity,0.0
1434066557.73,ANXIETY_INDUCTION,heartbeat_interval,0.772000074387
1434066557.84,ANXIETY_INDUCTION,strides,71
1434066557.84,ANXIETY_INDUCTION,heart_rate,72
1434066557.84,ANXIETY_INDUCTION,activity,0.0
1434066558.49,ANXIETY_INDUCTION,heartbeat_interval,0.763999938965
1434066559.3,ANXIETY_INDUCTION,heartbeat_interval,0.81200003624
1434066559.32,ANXIETY_INDUCTION,strides,71
1434066559.32,ANXIETY_INDUCTION,heart_rate,73
1434066559.32,ANXIETY_INDUCTION,activity,0.0
1434066560.05,ANXIETY_INDUCTION,strides,71
1434066560.05,ANXIETY_INDUCTION,heart_rate,73
1434066560.05,ANXIETY_INDUCTION,activity,0.0
1434066560.33,ANXIETY_INDUCTION,heartbeat_interval,0.855999946594
1434066560.97,ANXIETY_INDUCTION,heartbeat_interval,0.81200003624
1434066561.54,ANXIETY_INDUCTION,strides,71
1434066561.54,ANXIETY_INDUCTION,heart_rate,73
1434066561.54,ANXIETY_INDUCTION,activity,0.0
1434066561.79,ANXIETY_INDUCTION,heartbeat_interval,0.819999933243
1434066562.27,ANXIETY_INDUCTION,strides,71
1434066562.27,ANXIETY_INDUCTION,heart_rate,73
1434066562.27,ANXIETY_INDUCTION,activity,0.0
1434066562.63,ANXIETY_INDUCTION,heartbeat_interval,0.840000152588
1434066563.02,ANXIETY_INDUCTION,strides,71
1434066563.02,ANXIETY_INDUCTION,heart_rate,73
1434066563.02,ANXIETY_INDUCTION,activity,0.0
1434066563.46,ANXIETY_INDUCTION,heartbeat_interval,0.832000017166
1434066564.23,ANXIETY_INDUCTION,heartbeat_interval,0.763999938965
1434066564.49,ANXIETY_INDUCTION,strides,71
1434066564.49,ANXIETY_INDUCTION,heart_rate,73
1434066564.49,ANXIETY_INDUCTION,activity,0.0
1434066565.01,ANXIETY_INDUCTION,heartbeat_interval,0.787999868393
1434066565.23,ANXIETY_INDUCTION,strides,71
1434066565.23,ANXIETY_INDUCTION,heart_rate,73
1434066565.23,ANXIETY_INDUCTION,activity,0.0
1434066565.81,ANXIETY_INDUCTION,heartbeat_interval,0.792000055313
1434066565.97,ANXIETY_INDUCTION,strides,71
1434066565.97,ANXIETY_INDUCTION,heart_rate,74
1434066565.97,ANXIETY_INDUCTION,activity,0.0
1434066566.59,ANXIETY_INDUCTION,heartbeat_interval,0.772000074387
1434066567.34,ANXIETY_INDUCTION,heartbeat_interval,0.759999990463
